### METADATA ###
## USER ##
# id=whoppingpochard#2514
# printer=voron_v2_350
# measure_type=nozzle_pin
# measure_gcode="G28 Z"
# timestamp=2021-06-13_05-41-53
## SCRIPT ##
# data_structure=3
## Z_AXIS ##
# step_dist=0.0025
# max_z=340.0
# homing_speed=3.0
## FRAME_EXPANSION_COMPENSATION ##
# pullup_resistor=4700.0
# gcode_id=frame
# z_stepper=stepper_z
# coeff=23.4
# gantry_factor=1
# frame_z_length=530.0
# max_z_offset=0.25
# sensor_type=NTC 100K beta 3950
# inline_resistor=0.0
# smooth_time=5.0
# min_temp=10.0
# sensor_pin=PC2
# max_comp_z=0.0
# max_temp=70.0
### METADATA END ###
sample,time,mcu_pos_z,frame_t,chamber_t,bed_t,bed_target,he_t,he_target
0,2021/06/13-05:42:16,-89869,21.904961377645936,22.791379232062354,23.426148642112906,105.0,23.69877320371435,100.0
0,2021/06/13-05:42:20,-89865,21.927560388636202,23.467930994641904,26.03203107645634,105.0,32.280772582015715,100.0
0,2021/06/13-05:42:24,-89861,21.944109353929857,24.255494803807323,29.32656259600239,105.0,44.59901395689374,100.0
1,2021/06/13-05:43:15,-89841,21.849316464542085,25.58662313033392,59.530868486166916,105.0,100.77165516208375,100.0
1,2021/06/13-05:43:19,-89839,21.83946996427462,24.990710284646525,61.0046422318132,105.0,100.55584900366628,100.0
1,2021/06/13-05:43:24,-89839,21.90847449270741,25.175401588840657,62.261340209412886,105.0,100.27779293724312,100.0
2,2021/06/13-05:44:16,-89831,21.926391240077766,25.160056457612768,75.6465995186717,105.0,100.00252864586292,100.0
2,2021/06/13-05:44:20,-89831,21.90459068893998,24.928878270701603,76.53035997224472,105.0,99.97058414926448,100.0
2,2021/06/13-05:44:24,-89831,21.917171615718136,24.88241552491047,77.43300670006107,105.0,100.06896601917742,100.0
3,2021/06/13-05:45:16,-89824,21.969226613205308,24.990710284646525,87.82660649106604,105.0,99.94422821974041,100.0
3,2021/06/13-05:45:20,-89823,22.022265900413903,25.282586163463975,88.61874487888703,105.0,99.9955098816379,100.0
3,2021/06/13-05:45:24,-89823,21.967900588648124,25.38936844360211,89.34609916309944,105.0,100.02026970666762,100.0
4,2021/06/13-05:46:16,-89817,22.060270160029518,25.812544768318503,98.75058634194994,105.0,99.97828484334468,100.0
4,2021/06/13-05:46:20,-89816,22.117341767711714,25.752473239726555,99.42942642999466,105.0,99.88011869470782,100.0
4,2021/06/13-05:46:24,-89816,22.106473685846204,26.125871886901905,100.16639355782917,105.0,100.07557840993373,100.0
5,2021/06/13-05:47:16,-89813,22.246126073333297,26.435821666711206,105.39798568164719,105.0,99.9949490981564,100.0
5,2021/06/13-05:47:20,-89813,22.229130449118156,26.742479061335303,105.4924931927336,105.0,100.15420457560643,100.0
5,2021/06/13-05:47:24,-89813,22.287111475558174,26.71341318462231,105.54079418905539,105.0,100.05052750030467,100.0
6,2021/06/13-05:48:16,-89812,22.440631864671847,27.587110736818772,104.92570435099717,105.0,100.15954206643838,100.0
6,2021/06/13-05:48:20,-89812,22.369384142297292,27.55887574636563,104.99942458372709,105.0,100.00757746259241,100.0
6,2021/06/13-05:48:24,-89812,22.475493861432344,27.403094650152582,105.02216179753168,105.0,99.79330483899308,100.0
7,2021/06/13-05:49:16,-89813,22.688116680058574,28.215328140115503,105.14320623457348,105.0,99.98980418143088,100.0
7,2021/06/13-05:49:20,-89812,22.712269129486977,28.17386122090801,105.19064890717685,105.0,99.8247755117459,100.0
7,2021/06/13-05:49:25,-89812,22.733473351550167,28.462915938043864,105.19319211935245,105.0,100.25735396191266,100.0
8,2021/06/13-05:50:17,-89814,22.95907003078619,29.019273581439165,105.13262082198382,105.0,100.09673741197707,100.0
8,2021/06/13-05:50:21,-89814,22.993653493389235,29.419891938849673,105.12307677528075,105.0,100.02627112302164,100.0
8,2021/06/13-05:50:25,-89814,23.00523810600422,29.30026804347574,105.11631572298877,105.0,99.93928343772427,100.0
