sample,time,mcu_pos_z,frame_t,chamber_t,bed_t,bed_target,he_t,he_target
43,2021/06/05-14:07:50,-80566,38.439038968437615,48.832994557316226,104.99604201679679,105.0,99.49208833287723,100.0
43,2021/06/05-14:07:54,-80566,38.38610979769021,48.57312345754457,105.34094575888908,105.0,99.58049537378098,100.0
44,2021/06/05-14:08:46,-80566,38.53411419213728,49.05909216065771,104.93529210225243,105.0,99.79305051701856,100.0
44,2021/06/05-14:08:50,-80568,38.55520771189691,48.84109007555048,104.78072843345902,105.0,99.49513503208321,100.0
44,2021/06/05-14:08:54,-80567,38.586824682158124,48.808698794696966,104.82105186954112,105.0,99.4689215236277,100.0
45,2021/06/05-14:09:46,-80567,38.723509785245085,48.328043307445796,104.7311206537788,105.0,99.91297486050134,100.0
45,2021/06/05-14:09:50,-80568,38.60788715004122,48.61383296868098,105.11154729168503,105.0,99.55647701578326,100.0
45,2021/06/05-14:09:54,-80568,38.60788715004122,48.84918406050065,105.04905083921032,105.0,99.50321487287799,100.0
46,2021/06/05-14:10:47,-80568,38.70251522182298,48.78438920292979,105.2922141744711,105.0,99.88054788199753,100.0
46,2021/06/05-14:10:50,-80569,38.775942482090954,48.61383296868098,104.99245164935913,105.0,99.53468898183668,100.0
46,2021/06/05-14:10:54,-80569,38.79689412434186,48.64637255527674,104.94640156169302,105.0,99.47575845358531,100.0
47,2021/06/05-14:11:47,-80569,38.859675792248595,49.067145054915954,105.05931331309843,105.0,99.9139107683997,100.0
47,2021/06/05-14:11:51,-80569,38.80736536108873,48.938116932344826,105.22614669064082,105.0,99.47379911888495,100.0
47,2021/06/05-14:11:56,-78850,38.859675792248595,48.832994557316226,105.49490799764548,105.0,99.53094155063141,100.0
48,2021/06/05-14:12:47,-80570,38.859675792248595,49.171695511160124,105.2060920737542,105.0,100.00189994050469,100.0
48,2021/06/05-14:12:51,-80570,38.859675792248595,49.1315138962899,105.3610700743752,105.0,99.60601376134993,100.0
48,2021/06/05-14:12:54,-80570,38.9327827019348,49.348050397508985,105.14039842959244,105.0,99.4785138500749,100.0
49,2021/06/05-14:13:47,-80570,39.057764291473006,48.873456823846254,105.79519787191917,105.0,100.01243206782833,100.0
49,2021/06/05-14:13:51,-80570,39.00574133610945,48.938116932344826,105.91267373698014,105.0,99.6211221266479,100.0
49,2021/06/05-14:13:54,-80570,38.96406879922273,49.10738688390319,105.87701681326267,105.0,99.45574693927769,100.0
50,2021/06/05-14:14:47,-80570,39.161585539008115,49.04298183725865,105.40626191188332,105.0,100.10769049381737,100.0
50,2021/06/05-14:14:51,-80572,39.18231399269382,49.05103775503994,105.25458264038828,105.0,99.71641807168795,100.0
50,2021/06/05-14:14:54,-80571,39.171951253309544,48.9623393131655,105.42846125948948,105.0,99.49215724317806,100.0
51,2021/06/05-14:15:47,-80572,39.28577824722879,49.267978558013056,105.07803053605704,105.0,100.15477231475204,100.0
51,2021/06/05-14:15:51,-80573,39.29610840669284,49.603287645514456,105.10297053075477,105.0,99.69717202346285,100.0
51,2021/06/05-14:15:54,-80573,39.21338438325563,49.643032949863596,105.23542796272486,105.0,99.47032009886014,100.0
52,2021/06/05-14:16:47,-80573,39.29610840669284,49.499779014653996,105.08648873104983,105.0,100.0398163784034,100.0
52,2021/06/05-14:16:51,-80573,39.28577824722879,49.45192222133505,105.32122147958722,105.0,99.65716242773028,100.0
52,2021/06/05-14:16:55,-80573,39.27544513683159,49.61123961959123,105.3501969822298,105.0,99.48806004289725,100.0
53,2021/06/05-14:17:47,-80573,39.28577824722879,50.18784610708758,104.62328314855887,105.0,100.10459669624426,100.0
53,2021/06/05-14:17:51,-80574,39.31675988148277,49.85703172052831,104.64527128004073,105.0,99.6636248304343,100.0
53,2021/06/05-14:17:55,-80574,39.30643561738964,49.59533421331048,104.50932212769126,105.0,99.46086929723221,100.0
54,2021/06/05-14:18:47,-80574,39.34771501573994,49.82539451940687,105.31299175635664,105.0,100.08380511589539,100.0
54,2021/06/05-14:18:51,-80574,39.29610840669284,49.975467264976146,105.24363659752031,105.0,99.65415779767015,100.0
54,2021/06/05-14:18:55,-80574,39.358027515006484,49.81748162849334,104.95908982110934,105.0,99.47826821311912,100.0
55,2021/06/05-14:19:47,-80574,39.26510907333278,49.62713919641175,105.1001242652395,105.0,100.05286280312909,100.0
55,2021/06/05-14:19:51,-80574,39.30643561738964,49.643032949863596,105.19772302687214,105.0,99.68605359392627,100.0
55,2021/06/05-14:19:55,-80574,39.30643561738964,49.66686267452786,104.9403589413882,105.0,99.49823547905653,100.0
56,2021/06/05-14:20:48,-80574,39.32708120113335,50.38358074269752,104.90773148456391,105.0,100.07932295103802,100.0
56,2021/06/05-14:20:51,-80575,39.34771501573994,50.36013852299948,104.92600128492104,105.0,99.65481634514825,100.0
56,2021/06/05-14:20:55,-80575,39.32708120113335,50.046374756995135,104.66343098692698,105.0,99.46199608155031,100.0
57,2021/06/05-14:21:48,-80575,39.27544513683159,49.99911587543744,105.45906596619295,105.0,100.02799914899556,100.0
57,2021/06/05-14:21:51,-80574,39.29610840669284,50.148594295598116,105.66265316856423,105.0,99.63549300751679,100.0
57,2021/06/05-14:21:55,-80574,39.37864370822433,49.85703172052831,105.49306084525325,105.0,99.44564168665354,100.0
58,2021/06/05-14:22:48,-80574,39.419840933498335,49.809567299833645,104.85538962874256,105.0,100.05506270320062,100.0
58,2021/06/05-14:22:52,-80575,39.40954601696791,49.682741896148514,104.79427879995121,105.0,99.64637851054732,100.0
58,2021/06/05-14:22:55,-80576,39.45070815386305,49.975467264976146,104.6323998521537,105.0,99.46690174326719,100.0
59,2021/06/05-14:23:48,-80576,39.512363904770666,49.84121599098228,105.82463389242191,105.0,100.0507177937983,100.0
59,2021/06/05-14:23:52,-80575,39.52262968749773,49.63508680067832,105.76905772726856,105.0,99.64646352216398,100.0
59,2021/06/05-14:23:55,-80575,39.512363904770666,49.57942297146843,105.3978573027195,105.0,99.49243722631712,100.0
60,2021/06/05-14:24:48,-80576,39.59440903671879,50.32886280168219,105.171064726719,105.0,100.01542704352623,100.0
60,2021/06/05-14:24:52,-80576,39.573915117635465,49.896545962099765,104.95535309473459,105.0,99.63527808839054,100.0
60,2021/06/05-14:24:55,-80576,39.56366382237917,50.36013852299948,104.65505709590676,105.0,99.47511633182415,100.0
61,2021/06/05-14:25:48,-80576,39.62512826824326,49.87284171400398,104.77043311377997,105.0,100.08379180071812,100.0
61,2021/06/05-14:25:52,-80577,39.6762694013114,49.84121599098228,104.6966924158101,105.0,99.66577933461788,100.0
61,2021/06/05-14:25:56,-80577,39.706919621188604,49.93602444607609,105.03826175830446,105.0,99.48381181097389,100.0
62,2021/06/05-14:26:48,-80577,39.6864890087752,49.943915860107666,105.30466269311442,105.0,100.04066012438372,100.0
62,2021/06/05-14:26:52,-80577,39.65582157348081,50.25057607421655,105.13030790604995,105.0,99.65454848045562,100.0
62,2021/06/05-14:26:56,-80578,39.69670574804246,50.422623410713186,104.9718854492953,105.0,99.46994305387886,100.0
63,2021/06/05-14:27:48,-80577,39.829263293915574,50.749226459863564,104.6582300247233,105.0,100.06311194272318,100.0
63,2021/06/05-14:27:52,-80578,39.84961405946126,50.391392044228496,104.54607744462338,105.0,99.647118389727,100.0
63,2021/06/05-14:27:56,-80578,39.829263293915574,50.65615701839812,104.90669409532478,105.0,99.49425135227722,100.0
64,2021/06/05-14:28:48,-80577,39.941052394329176,50.50060519627789,105.36477255226366,105.0,100.02724172766366,100.0
64,2021/06/05-14:28:52,-80578,39.88011894844652,50.609548882405704,105.33167381453553,105.0,99.62646847277296,100.0
64,2021/06/05-14:28:56,-80578,39.97148106072842,50.67944270468337,104.97070157590186,105.0,99.49727706486676,100.0
65,2021/06/05-14:29:48,-80579,39.951198097413226,50.725977406869845,104.55506368716571,105.0,99.95211816423681,100.0
65,2021/06/05-14:29:52,-80579,39.97148106072842,50.632859083855124,104.42585423844545,105.0,99.57246240262569,100.0
65,2021/06/05-14:29:56,-80578,39.96134098554029,50.41481764362459,104.41819880463419,105.0,99.48310823079056,100.0
66,2021/06/05-14:30:49,-80579,40.103046974993674,50.911629986864966,105.24287927453354,105.0,99.96677977904068,100.0
66,2021/06/05-14:30:52,-80578,40.13334134237317,50.64062642410397,105.27293734211545,105.0,99.59699092035702,100.0
66,2021/06/05-14:30:56,-80579,40.103046974993674,50.83436897169537,105.00593786149288,105.0,99.49984137215232,100.0
67,2021/06/05-14:31:49,-80579,40.163610699082994,50.842101115357195,104.76423510885753,105.0,100.00818765085626,100.0
67,2021/06/05-14:31:52,-80579,40.173694935958906,50.90390991938159,105.09564068127831,105.0,99.64692576246233,100.0
67,2021/06/05-14:31:56,-80579,40.09294328535486,50.911629986864966,104.98430667163709,105.0,99.47702434070031,100.0
68,2021/06/05-14:32:49,-80579,40.15352368917718,50.594001923930364,104.51125130039907,105.0,100.05864557927585,100.0
68,2021/06/05-14:32:53,-80579,40.15352368917718,50.68720188149405,105.07730748960303,105.0,99.63621217313026,100.0
68,2021/06/05-14:32:56,-80579,40.183776401778175,50.51618503312994,105.26580202330256,105.0,99.45823722229626,100.0
69,2021/06/05-14:33:49,-80579,40.183776401778175,51.09651162201362,105.05385469590483,105.0,100.04310828908926,100.0
69,2021/06/05-14:33:53,-80580,40.19385509851173,50.950210261402674,104.99068313343619,105.0,99.66702610227235,100.0
69,2021/06/05-14:33:57,-80580,40.19385509851173,51.127250925328156,105.1733303255228,105.0,99.51365159603054,100.0
70,2021/06/05-14:34:49,-80579,40.35473925086262,50.477225128114526,104.83297867681824,105.0,99.95288840052237,100.0
70,2021/06/05-14:34:53,-78860,40.384826816373845,50.34450344019103,104.8647319577377,105.0,99.59063861382397,100.0
70,2021/06/05-14:34:57,-80580,40.34470459314275,50.44603242372716,104.8713353569056,105.0,99.49395049107962,100.0
71,2021/06/05-14:35:49,-80580,40.40487153965239,50.85756136984753,105.71279799717766,105.0,99.97577403439354,100.0
71,2021/06/05-14:35:53,-80580,40.49493806681818,51.00416659191217,105.80187476562865,105.0,99.59159584944123,100.0
71,2021/06/05-14:35:57,-80580,40.46494034099118,50.965633021087456,105.58241727612884,105.0,99.46448860732478,100.0
72,2021/06/05-14:36:49,-80580,40.44492828659742,51.39532372094379,104.93162272362945,105.0,100.05188868060064,100.0
72,2021/06/05-14:36:53,-80581,40.49493806681818,51.41059391582769,104.69839175335139,105.0,99.66674101890816,100.0
72,2021/06/05-14:36:57,-80581,40.50493188819621,51.3035934275847,104.77200104884449,105.0,99.47221748120884,100.0
73,2021/06/05-14:37:49,-80581,40.50493188819621,50.82663548285166,104.75573052296765,105.0,100.13242065506749,100.0
73,2021/06/05-14:37:53,-80582,40.50493188819621,51.05036298180465,104.87948593387897,105.0,99.72141091621965,100.0
73,2021/06/05-14:37:57,-80581,40.514923002469345,50.92706610723758,104.98898916376523,105.0,99.53627567454585,100.0
74,2021/06/05-14:38:49,-80581,40.59475468885296,51.563011664696035,104.30220910640924,105.0,100.19178255700191,100.0
74,2021/06/05-14:38:53,-80583,40.65451541849234,51.82094682044317,104.25554950308963,105.0,99.75800166922176,100.0
74,2021/06/05-14:38:57,-80583,40.63460591036517,51.699748738129756,104.54896707344366,105.0,99.51439028640532,100.0
75,2021/06/05-14:39:50,-80582,40.76382658243955,51.03496949778736,105.29052662776353,105.0,100.1578727480319,100.0
75,2021/06/05-14:39:53,-80582,40.734046450056894,51.34948198896899,105.54624268653782,105.0,99.75040531799043,100.0
75,2021/06/05-14:39:57,-80582,40.81340699580926,50.99646254117181,105.5114390834429,105.0,99.48623054198035,100.0
76,2021/06/05-14:40:50,-80582,40.803496218561065,50.85756136984753,104.94988905334779,105.0,100.15970150308729,100.0
76,2021/06/05-14:40:53,-80583,40.793582790447374,50.95792230844023,105.18143058202206,105.0,99.71358224655265,100.0
76,2021/06/05-14:40:57,-80583,40.81340699580926,51.31889482660421,105.20658901112697,105.0,99.48533934004448,100.0
77,2021/06/05-14:41:50,-80582,40.8431234407949,51.39532372094379,104.25316190132914,105.0,100.13291364619494,100.0
77,2021/06/05-14:41:53,-80584,40.88270836700116,51.311244779120955,104.47074267058233,105.0,99.70940664917062,100.0
77,2021/06/05-14:41:57,-80583,40.88270836700116,50.873016251742115,104.35468593663768,105.0,99.50340833091332,100.0
78,2021/06/05-14:42:50,-80583,40.96175180032736,51.836073819519925,105.45062505417611,105.0,100.1407439817195,100.0
