sample,time,mcu_pos_z,frame_t,chamber_t,bed_t,bed_target,he_t,he_target
30,2021/06/12-13:25:00,-4268,32.92344214539493,-180.0,104.92218883411813,105.0,99.75303426692396,100.0
30,2021/06/12-13:25:03,-4268,33.081936845946416,-180.0,105.01347974578648,105.0,99.64947987139298,100.0
31,2021/06/12-13:25:56,-4272,33.177037264963786,-180.0,104.83419727794659,105.0,99.59107238329918,100.0
31,2021/06/12-13:26:00,-4274,33.398948740326325,-180.0,104.99471354127284,105.0,99.71008146815713,100.0
31,2021/06/12-13:26:04,-4273,33.27214038327585,-180.0,105.06898643868668,105.0,100.32280781256303,100.0
32,2021/06/12-13:26:56,-4277,33.46235471870546,-180.0,105.43274302957863,105.0,100.06861033633689,100.0
32,2021/06/12-13:27:00,-4275,33.36724620111314,-180.0,105.22330290004116,105.0,100.5967419504671,100.0
32,2021/06/12-13:27:04,-4276,33.842815791224275,-180.0,105.1387086321237,105.0,100.55251507055688,100.0
33,2021/06/12-13:27:56,-4278,34.31845290396093,-180.0,105.14132073711995,105.0,100.38843771120072,100.0
33,2021/06/12-13:28:00,-4279,33.87452283105098,-180.0,105.20537998545707,105.0,100.30382295892235,100.0
33,2021/06/12-13:28:04,-4280,33.96964575122101,-180.0,105.13183396765834,105.0,99.9360380472743,100.0
34,2021/06/12-13:28:57,-4281,33.93793781104127,-180.0,104.99326902389103,105.0,100.20238796263715,100.0
34,2021/06/12-13:29:00,-4280,34.12818995431021,-180.0,105.02141062935979,105.0,100.40193026306672,100.0
34,2021/06/12-13:29:04,-4277,33.842815791224275,-180.0,104.91377032210303,105.0,100.12188580756555,100.0
35,2021/06/12-13:29:57,-4280,34.540440005742376,-180.0,104.92585865815467,105.0,100.2008189115021,100.0
35,2021/06/12-13:30:00,-4279,34.79415756809324,-180.0,105.16151662382589,105.0,100.31741856944141,100.0
35,2021/06/12-13:30:04,-4279,34.762441821641715,-180.0,104.98127850213842,105.0,99.92486238691463,100.0
36,2021/06/12-13:30:57,-4281,34.41358843175499,-180.0,105.10257534308971,105.0,100.39001104301391,100.0
36,2021/06/12-13:31:01,-4283,34.540440005742376,-180.0,105.28005818285351,105.0,99.86119627247666,100.0
36,2021/06/12-13:31:04,-4283,34.445300874849565,-180.0,105.17450630117969,105.0,99.6734823104041,100.0
37,2021/06/12-13:31:57,-4285,35.42853558331401,-180.0,105.04956709852945,105.0,99.49505411602027,100.0
37,2021/06/12-13:32:01,-4285,35.04789435325174,-180.0,104.75606416072308,105.0,99.8149849348206,100.0
37,2021/06/12-13:32:05,-4285,35.04789435325174,-180.0,104.8614653858962,105.0,100.43723829240989,100.0
38,2021/06/12-13:32:57,-4286,34.82587361490124,-180.0,105.03517888925364,105.0,100.02154782595457,100.0
38,2021/06/12-13:33:01,-4287,35.36509237343077,-180.0,105.06415926014859,105.0,100.46063733984262,100.0
38,2021/06/12-13:33:05,-4286,34.60386759443095,-180.0,104.73375923758138,105.0,100.31182854529183,100.0
39,2021/06/12-13:33:57,-4291,35.42853558331401,-180.0,105.18254879140271,105.0,100.41542373589928,100.0
39,2021/06/12-13:34:01,-4289,35.49197999530542,-180.0,105.26533510883216,105.0,100.02646439339418,100.0
39,2021/06/12-13:34:05,-4292,35.17476995574935,-180.0,105.35497000959815,105.0,99.57344351099319,100.0
40,2021/06/12-13:34:58,-4294,35.49197999530542,-180.0,104.91569276229727,105.0,99.848867247142,100.0
40,2021/06/12-13:35:01,-4295,35.01617620371032,-180.0,105.09738356215635,105.0,99.6289441573651,100.0
40,2021/06/12-13:35:05,-4296,35.111331553617305,-180.0,105.10907359134812,105.0,99.94642281673588,100.0
41,2021/06/12-13:35:58,-4296,35.52370265211314,-180.0,104.96738800241766,105.0,99.63097632035684,100.0
41,2021/06/12-13:36:02,-4295,35.65059628495708,-180.0,104.81716851910666,105.0,99.99566894131284,100.0
41,2021/06/12-13:36:05,-4296,35.74576966572255,-180.0,104.93145394912817,105.0,100.39335582862103,100.0
42,2021/06/12-13:36:58,-4298,35.936124544023514,-180.0,104.94849381922627,105.0,99.7807434749973,100.0
42,2021/06/12-13:37:02,-4298,35.42853558331401,-180.0,104.92368049511735,105.0,100.21810427786406,100.0
42,2021/06/12-13:37:06,-4297,36.18994788591858,-180.0,104.87267734412404,105.0,100.30686570787574,100.0
43,2021/06/12-13:37:58,-4298,35.74576966572255,-180.0,104.99621227846193,105.0,100.37020774683482,100.0
43,2021/06/12-13:38:02,-4301,35.74576966572255,-180.0,104.8818112561185,105.0,100.27131456318573,100.0
43,2021/06/12-13:38:06,-4299,36.09476187745134,-180.0,104.84267827833924,105.0,99.81120157831624,100.0
44,2021/06/12-13:38:58,-4302,36.126490246222474,-180.0,105.20711457377713,105.0,100.24949854911611,100.0
44,2021/06/12-13:39:02,-4300,36.031306042020475,-180.0,105.21101221275298,105.0,99.83722532632699,100.0
44,2021/06/12-13:39:06,-4301,36.412059098369454,-180.0,105.15307740425611,105.0,99.56793111798702,100.0
45,2021/06/12-13:39:59,-4303,36.285136600975726,-180.0,105.26341201784935,105.0,99.66925252904481,100.0
45,2021/06/12-13:40:02,-4303,36.316866774166044,-180.0,105.17300783777246,105.0,99.57376014280582,100.0
45,2021/06/12-13:40:06,-4302,36.285136600975726,-180.0,105.19082129699859,105.0,100.04996905260178,100.0
46,2021/06/12-13:40:59,-4304,36.66591853172375,-180.0,104.94866975866147,105.0,99.67219682857323,100.0
46,2021/06/12-13:41:02,-4303,36.53898640843581,-180.0,104.87260018663031,105.0,100.2348105642074,100.0
46,2021/06/12-13:41:06,-4304,36.53898640843581,-180.0,104.97205020746937,105.0,100.43137477612976,100.0
47,2021/06/12-13:41:59,-4306,36.8880613309381,-180.0,104.94576019437498,105.0,100.32631866738676,100.0
47,2021/06/12-13:42:03,-4303,36.63418504963251,-180.0,105.07106786805963,105.0,100.52613705419472,100.0
47,2021/06/12-13:42:06,-4303,36.76112078319577,-180.0,105.09068137271467,105.0,100.1760852703056,100.0
48,2021/06/12-13:42:59,-4306,36.8245904552602,-180.0,105.11479001261266,105.0,100.38969878316388,100.0
48,2021/06/12-13:43:03,-4310,36.85632574264324,-180.0,104.97969128056555,105.0,100.1005869041507,100.0
48,2021/06/12-13:43:07,-4305,36.91979722015341,-180.0,104.95451137883549,105.0,99.83117842747525,100.0
49,2021/06/12-13:43:59,-4307,37.078481180336425,-180.0,105.06425621869606,105.0,99.68268857627945,100.0
49,2021/06/12-13:44:03,-4311,36.66591853172375,-180.0,104.94592771340695,105.0,99.80066692221006,100.0
49,2021/06/12-13:44:07,-4312,37.078481180336425,-180.0,105.2108951112837,105.0,100.29775906971004,100.0
50,2021/06/12-13:44:59,-4312,36.79285546878034,-180.0,104.79015873038136,105.0,100.00114804738544,100.0
50,2021/06/12-13:45:03,-4312,37.23717266481493,-180.0,104.81890383021711,105.0,100.4785312896542,100.0
50,2021/06/12-13:45:07,-4309,37.078481180336425,-180.0,104.89474908857403,105.0,100.39468364765665,100.0
51,2021/06/12-13:46:00,-4314,37.33239116760941,-180.0,105.29579221765023,105.0,100.51933551606511,100.0
51,2021/06/12-13:46:03,-4312,37.300651365649074,-180.0,105.24648131675728,105.0,99.997282346803,100.0
51,2021/06/12-13:46:07,-4311,37.078481180336425,-180.0,105.1399325864661,105.0,99.59841597553138,100.0
52,2021/06/12-13:47:00,-4312,37.52283630151819,-180.0,105.04664466352922,105.0,100.043010617437,100.0
52,2021/06/12-13:47:04,-4314,37.52283630151819,-180.0,105.05136341631254,105.0,99.64055226210829,100.0
52,2021/06/12-13:47:07,-4314,37.42761237976673,-180.0,105.16283277131271,105.0,99.76690676341713,100.0
53,2021/06/12-13:48:00,-4311,37.61806293309509,-180.0,104.93262231455293,105.0,99.61523278434447,100.0
53,2021/06/12-13:48:04,-4312,37.42761237976673,-180.0,105.0646230728909,105.0,99.66474585122594,100.0
53,2021/06/12-13:48:07,-4311,37.4910946931873,-180.0,104.91429378064639,105.0,100.10346795458796,100.0
54,2021/06/12-13:49:00,-4312,38.12598407700254,-180.0,105.28860065654067,105.0,99.7259130374794,100.0
54,2021/06/12-13:49:04,-4312,37.554578210940385,-180.0,105.25190892594262,105.0,100.28020436562934,100.0
54,2021/06/12-13:49:08,-4313,37.68154885971936,-180.0,105.0890869403084,105.0,100.35984875740124,100.0
55,2021/06/12-13:50:00,-4317,37.8085243266515,-180.0,105.14986210017295,105.0,100.40176815896665,100.0
55,2021/06/12-13:50:04,-4315,37.93550461228573,-180.0,105.08968679172696,105.0,100.42408672475572,100.0
55,2021/06/12-13:50:08,-4315,37.58632042146326,-180.0,104.95342372862054,105.0,99.92547086486113,100.0
56,2021/06/12-13:51:00,-4318,38.030742989114316,-180.0,105.04991270457359,105.0,100.24795940681989,100.0
56,2021/06/12-13:51:04,-4319,37.93550461228573,-180.0,105.00652050919794,105.0,99.71556271394033,100.0
56,2021/06/12-13:51:08,-4321,37.99899656228708,-180.0,105.1452416920858,105.0,99.86522336392393,100.0
57,2021/06/12-13:52:01,-4321,38.030742989114316,-180.0,105.14155140856073,105.0,99.75237539066012,100.0
57,2021/06/12-13:52:04,-4322,38.31647438688535,-180.0,105.18273171055279,105.0,99.66168423328287,100.0
57,2021/06/12-13:52:08,-4316,37.90375908909398,-180.0,105.16707580190108,105.0,100.03668520004568,100.0
58,2021/06/12-13:53:01,-4318,37.90375908909398,-180.0,105.04487766700238,105.0,99.69637498899806,100.0
58,2021/06/12-13:53:05,-4317,37.99899656228708,-180.0,105.23477177902615,105.0,100.15164242359195,100.0
58,2021/06/12-13:53:08,-4317,38.31647438688535,-180.0,104.9244599436702,105.0,100.45153642334343,100.0
59,2021/06/12-13:54:01,-4318,38.22122787618245,-180.0,104.91064178619773,105.0,100.24270347766154,100.0
59,2021/06/12-13:54:05,-4318,38.18947964185333,-180.0,105.30074948068903,105.0,100.50511623008444,100.0
59,2021/06/12-13:54:08,-4319,38.12598407700254,-180.0,105.32683448939025,105.0,100.11022929323765,100.0
60,2021/06/12-13:55:01,-4319,38.443473952814166,-180.0,105.19668010064443,105.0,100.32205056216108,100.0
60,2021/06/12-13:55:05,-4319,38.53872679130469,-180.0,105.05611035461125,105.0,99.84650952657616,100.0
60,2021/06/12-13:55:09,-4321,38.15773170879649,-180.0,105.03157332929267,105.0,99.59393965032457,100.0
61,2021/06/12-13:56:01,-4320,38.506975543786425,-180.0,104.88445583463668,105.0,99.89489350958547,100.0
61,2021/06/12-13:56:05,-4321,38.34822382638695,-180.0,104.95617920786718,105.0,99.59765698153832,100.0
61,2021/06/12-13:56:09,-4320,38.37997356720326,-180.0,104.83214884911371,105.0,99.94730758801863,100.0
62,2021/06/12-13:57:01,-4320,38.443473952814166,-180.0,105.09438932313813,105.0,99.76922963089406,100.0
62,2021/06/12-13:57:05,-4322,38.443473952814166,-180.0,105.20217624931682,105.0,100.24701492485369,100.0
62,2021/06/12-13:57:09,-4322,38.53872679130469,-180.0,105.25102187297603,105.0,100.34437416830933,100.0
63,2021/06/12-13:58:02,-4320,38.66573479512449,-180.0,105.29238621197628,105.0,100.34018386527751,100.0
63,2021/06/12-13:58:05,-4322,38.57047834018873,-180.0,105.32330232498222,105.0,100.22318773039275,100.0
63,2021/06/12-13:58:09,-4322,38.60223019044793,-180.0,105.14992160622388,105.0,99.84585286143016,100.0
64,2021/06/12-13:59:02,-4322,38.824501581473534,-180.0,104.91807165721241,105.0,99.95128256681981,100.0
64,2021/06/12-13:59:06,-4323,38.85625584303892,-180.0,104.97182226185107,105.0,99.65059251159838,100.0
64,2021/06/12-13:59:09,-4322,38.633982342090185,-180.0,105.18844807425256,105.0,99.85731829094902,100.0
65,2021/06/12-14:00:02,-4323,38.760993962663875,-180.0,105.2074172574587,105.0,99.71296121644025,100.0
65,2021/06/12-14:00:06,-4325,38.633982342090185,-180.0,105.1473592922451,105.0,99.92713076213431,100.0
65,2021/06/12-14:00:10,-4324,38.60223019044793,-180.0,105.11475910523487,105.0,100.31777013027866,100.0
66,2021/06/12-14:01:02,-4325,38.91976527053474,-180.0,105.38292327407316,105.0,100.10175611184326,100.0
66,2021/06/12-14:01:06,-4326,38.760993962663875,-180.0,105.17720811780622,105.0,100.5551804963543,100.0
66,2021/06/12-14:01:10,-4329,38.88801040605682,-180.0,105.28257739017768,105.0,100.35361577104348,100.0
67,2021/06/12-14:02:02,-4331,39.237330497534494,-180.0,105.03503096767906,105.0,100.43297513097676,100.0
67,2021/06/12-14:02:06,-4329,38.91976527053474,-180.0,105.0194123327793,105.0,100.36161002308403,100.0
67,2021/06/12-14:02:10,-4329,38.95152043648206,-180.0,105.05386771482775,105.0,99.91917378818455,100.0
68,2021/06/12-14:03:02,-4332,39.17381503996941,-180.0,105.10935612897545,105.0,100.44647367312997,100.0
68,2021/06/12-14:03:06,-4332,39.07854411513403,-180.0,105.03192616838074,105.0,99.98816279191712,100.0
68,2021/06/12-14:03:10,-4326,38.88801040605682,-180.0,105.09740525141994,105.0,99.76327333348826,100.0
69,2021/06/12-14:04:03,-4329,38.88801040605682,-180.0,104.95749436591281,105.0,99.80921875516509,100.0
69,2021/06/12-14:04:06,-4329,39.20557261797876,-180.0,105.27046159353239,105.0,99.73269150216835,100.0
69,2021/06/12-14:04:10,-4329,39.01503167281835,-180.0,105.05431963943454,105.0,100.235688704649,100.0
70,2021/06/12-14:05:03,-4327,39.01503167281835,-180.0,104.77887616178059,105.0,99.69596445951339,100.0
70,2021/06/12-14:05:07,-4329,39.20557261797876,-180.0,104.8792818467924,105.0,100.38458428845034,100.0
70,2021/06/12-14:05:10,-4330,39.20557261797876,-180.0,105.03800247673294,105.0,100.69023578666437,100.0
71,2021/06/12-14:06:03,-4329,39.33260594556634,-180.0,105.20263690344565,105.0,100.09154386343914,100.0
71,2021/06/12-14:06:07,-4331,39.1420577634978,-180.0,105.04285462560874,105.0,100.43271763952492,100.0
71,2021/06/12-14:06:11,-4330,39.07854411513403,-180.0,105.49896775742008,105.0,100.15158296908766,100.0
72,2021/06/12-14:07:03,-4328,39.1420577634978,-180.0,104.97249193897348,105.0,100.439366982337,100.0
72,2021/06/12-14:07:07,-4330,39.110300788555676,-180.0,104.90951036571452,105.0,100.23699028951557,100.0
72,2021/06/12-14:07:11,-4329,39.396124418810764,-180.0,105.08931489235854,105.0,99.65708992405384,100.0
73,2021/06/12-14:08:03,-4331,39.26908867864562,-180.0,104.90255003680797,105.0,100.44485179383658,100.0
73,2021/06/12-14:08:07,-4331,39.45964409844685,-180.0,104.92849893951413,105.0,99.98549703969688,100.0
73,2021/06/12-14:08:11,-4329,39.20557261797876,-180.0,104.95949457214402,105.0,99.69974933892988,100.0
74,2021/06/12-14:09:04,-4329,39.61844857595179,-180.0,104.98722535706484,105.0,99.80302420235601,100.0
74,2021/06/12-14:09:07,-4329,39.713734882283596,-180.0,105.12555811677056,105.0,99.77285118536338,100.0
74,2021/06/12-14:09:11,-4330,39.30084716132003,-180.0,105.08270342140834,105.0,100.0919170218653,100.0
75,2021/06/12-14:10:04,-4327,39.586687077169245,-180.0,105.09784467089614,105.0,99.56898448832783,100.0
75,2021/06/12-14:10:07,-4329,39.49140439068303,-180.0,104.97376401798059,105.0,100.04776139130644,100.0
75,2021/06/12-14:10:11,-4330,39.586687077169245,-180.0,105.00941772721062,105.0,100.39323279715776,100.0
76,2021/06/12-14:11:04,-4329,39.681972478500704,-180.0,105.15010756506209,105.0,100.0509082158468,100.0
76,2021/06/12-14:11:08,-4330,39.20557261797876,-180.0,104.98051759534246,105.0,100.37451155045216,100.0
76,2021/06/12-14:11:11,-4330,39.523164984543314,-180.0,105.16268617904198,105.0,100.27153811561924,100.0
77,2021/06/12-14:12:04,-4329,39.55492588003559,-180.0,105.10901160298764,105.0,100.34957257893528,100.0
77,2021/06/12-14:12:08,-4332,39.33260594556634,-180.0,105.26212309198165,105.0,100.29735106681673,100.0
77,2021/06/12-14:12:12,-4331,39.55492588003559,-180.0,105.17049685619428,105.0,99.94960161870718,100.0
78,2021/06/12-14:13:04,-4331,39.237330497534494,-180.0,105.14094469635727,105.0,100.40619154596298,100.0
78,2021/06/12-14:13:08,-4332,39.49140439068303,-180.0,105.16167579952439,105.0,100.05531930106025,100.0
78,2021/06/12-14:13:12,-4332,39.681972478500704,-180.0,105.0409594473625,105.0,99.77327285963877,100.0
79,2021/06/12-14:14:04,-4333,39.7772605949102,-180.0,105.20843300674944,105.0,100.04296143417584,100.0
79,2021/06/12-14:14:08,-4332,39.904315640645066,-180.0,105.16454356720625,105.0,99.68899715772291,100.0
79,2021/06/12-14:14:12,-4332,39.7772605949102,-180.0,105.20503328318674,105.0,99.76617795788304,100.0
80,2021/06/12-14:15:05,-4333,39.7772605949102,-180.0,105.34013652135836,105.0,99.69089010115152,100.0
80,2021/06/12-14:15:08,-4333,39.586687077169245,-180.0,105.27337987225354,105.0,99.8791529328021,100.0
80,2021/06/12-14:15:12,-4332,39.96784497389114,-180.0,105.04610657011159,105.0,100.38435249396088,100.0
81,2021/06/12-14:16:05,-4333,39.7772605949102,-180.0,104.88535638607989,105.0,100.06527435971398,100.0
81,2021/06/12-14:16:09,-4334,39.96784497389114,-180.0,104.94808513764757,105.0,100.55083638257766,100.0
81,2021/06/12-14:16:12,-4333,39.681972478500704,-180.0,104.98018892970232,105.0,100.37068275657231,100.0
82,2021/06/12-14:17:05,-4335,39.96784497389114,-180.0,105.04751787111952,105.0,100.4891170928846,100.0
